Temp (C),Pressure (bar),Moisture Level 1,Moisture Level 2,Light Level,Date,Time
20.95,0.9907,100,100,14,2023-12-29,12:31
20.95,0.9907,100,100,14,2023-12-29,12:31
20.95,0.9908,100,100,14,2023-12-29,12:31
20.95,0.9908,100,100,14,2023-12-29,12:31
20.95,0.9908,100,100,15,2023-12-29,12:31
20.95,0.9907,100,100,15,2023-12-29,12:31
20.95,0.9907,100,100,15,2023-12-29,12:31
20.95,0.9907,100,100,14,2023-12-29,12:31
20.95,0.9907,100,100,14,2023-12-29,12:31
20.95,0.9907,100,100,15,2023-12-29,12:31
20.94,0.9907,100,100,15,2023-12-29,12:31
20.94,0.9907,100,100,14,2023-12-29,12:31
20.94,0.9907,100,100,14,2023-12-29,12:31
20.93,0.9907,100,100,14,2023-12-29,12:31
20.94,0.9907,100,100,15,2023-12-29,12:31
20.93,0.9907,100,100,14,2023-12-29,12:31
20.93,0.9907,100,100,14,2023-12-29,12:31
20.93,0.9907,100,100,14,2023-12-29,12:31
20.93,0.9907,100,100,14,2023-12-29,12:32
20.93,0.9907,100,100,15,2023-12-29,12:32
20.93,0.9907,100,100,15,2023-12-29,12:32
20.93,0.9907,100,100,14,2023-12-29,12:32
20.92,0.9907,100,100,15,2023-12-29,12:32
20.91,0.9907,100,100,15,2023-12-29,12:32
20.91,0.9907,100,100,14,2023-12-29,12:32
20.91,0.9907,100,100,14,2023-12-29,12:32
20.91,0.9907,100,100,15,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.91,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.90,0.9907,100,100,14,2023-12-29,12:32
20.89,0.9907,100,100,14,2023-12-29,12:32
20.88,0.9907,100,100,14,2023-12-29,12:32
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,15,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.88,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.90,0.9907,100,100,14,2023-12-29,12:33
20.90,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.90,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,15,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:33
20.89,0.9907,100,100,14,2023-12-29,12:34
20.88,0.9907,100,100,14,2023-12-29,12:34
20.88,0.9907,100,100,14,2023-12-29,12:34
20.88,0.9907,100,100,14,2023-12-29,12:34
20.88,0.9907,100,100,14,2023-12-29,12:34
20.88,0.9907,100,100,15,2023-12-29,12:34
20.89,0.9907,100,100,14,2023-12-29,12:34
20.88,0.9907,100,100,15,2023-12-29,12:34
20.88,0.9907,100,100,14,2023-12-29,12:34
20.87,0.9907,100,100,14,2023-12-29,12:34
20.87,0.9907,100,100,14,2023-12-29,12:34
20.87,0.9907,100,100,15,2023-12-29,12:34
20.86,0.9907,100,100,14,2023-12-29,12:34
20.86,0.9907,100,100,14,2023-12-29,12:34
20.86,0.9907,100,100,15,2023-12-29,12:34
20.86,0.9907,100,100,15,2023-12-29,12:34
20.86,0.9907,100,100,14,2023-12-29,12:34
20.86,0.9908,100,100,15,2023-12-29,12:34
20.86,0.9907,100,100,15,2023-12-29,12:34
20.86,0.9907,100,100,15,2023-12-29,12:34
20.85,0.9907,100,100,15,2023-12-29,12:34
20.85,0.9907,100,100,14,2023-12-29,12:34
20.85,0.9907,100,100,15,2023-12-29,12:34
20.85,0.9907,100,100,14,2023-12-29,12:34
20.84,0.9907,100,100,15,2023-12-29,12:35
20.84,0.9907,100,100,14,2023-12-29,12:35
20.84,0.9907,100,100,14,2023-12-29,12:35
20.84,0.9907,100,100,14,2023-12-29,12:35
20.84,0.9907,100,100,14,2023-12-29,12:35
20.84,0.9907,100,100,14,2023-12-29,12:35
20.83,0.9907,100,100,14,2023-12-29,12:35
20.83,0.9907,100,100,14,2023-12-29,12:35
20.83,0.9907,100,100,14,2023-12-29,12:35
20.83,0.9907,100,100,15,2023-12-29,12:35
20.82,0.9907,100,100,14,2023-12-29,12:35
20.82,0.9907,100,100,13,2023-12-29,12:35
20.82,0.9907,100,100,13,2023-12-29,12:35
20.82,0.9907,100,100,13,2023-12-29,12:35
20.82,0.9907,100,100,13,2023-12-29,12:35
20.82,0.9907,100,100,13,2023-12-29,12:35
20.82,0.9908,100,100,14,2023-12-29,12:35
20.82,0.9907,100,100,14,2023-12-29,12:35
20.82,0.9907,100,100,13,2023-12-29,12:35
20.82,0.9907,100,100,14,2023-12-29,12:35
20.81,0.9907,100,100,15,2023-12-29,12:35
20.81,0.9907,100,100,14,2023-12-29,12:35
20.81,0.9907,100,100,14,2023-12-29,12:35
20.81,0.9907,100,100,14,2023-12-29,12:36
20.81,0.9907,100,100,14,2023-12-29,12:36
20.81,0.9907,100,100,14,2023-12-29,12:36
20.80,0.9907,100,100,14,2023-12-29,12:36
20.80,0.9907,100,100,14,2023-12-29,12:36
20.80,0.9907,100,100,14,2023-12-29,12:36
20.79,0.9907,100,100,14,2023-12-29,12:36
20.79,0.9907,100,100,14,2023-12-29,12:36
20.79,0.9907,100,100,14,2023-12-29,12:36
20.78,0.9907,100,100,14,2023-12-29,12:36
20.78,0.9907,100,100,14,2023-12-29,12:36
20.78,0.9907,100,100,15,2023-12-29,12:36
20.78,0.9907,100,100,15,2023-12-29,12:36
20.77,0.9907,100,100,15,2023-12-29,12:36
20.77,0.9907,100,100,14,2023-12-29,12:36
20.76,0.9907,100,100,14,2023-12-29,12:36
20.76,0.9907,100,100,15,2023-12-29,12:36
20.76,0.9907,100,100,15,2023-12-29,12:36
20.76,0.9907,100,100,15,2023-12-29,12:36
20.75,0.9907,100,100,15,2023-12-29,12:36
20.75,0.9907,100,100,14,2023-12-29,12:36
20.74,0.9907,100,100,13,2023-12-29,12:36
20.75,0.9907,100,100,13,2023-12-29,12:36
20.75,0.9907,100,100,13,2023-12-29,12:36
20.75,0.9907,100,100,13,2023-12-29,12:37
20.74,0.9907,100,100,13,2023-12-29,12:37
20.74,0.9907,100,100,13,2023-12-29,12:37
20.74,0.9907,100,100,14,2023-12-29,12:37
20.75,0.9908,100,100,14,2023-12-29,12:37
20.75,0.9908,100,100,14,2023-12-29,12:37
20.75,0.9907,100,100,15,2023-12-29,12:37
20.74,0.9907,100,100,14,2023-12-29,12:37
20.74,0.9907,100,100,15,2023-12-29,12:37
20.75,0.9907,100,100,14,2023-12-29,12:37
20.74,0.9907,100,100,14,2023-12-29,12:37
20.75,0.9907,100,100,14,2023-12-29,12:37
20.74,0.9907,100,100,14,2023-12-29,12:37
20.74,0.9908,100,100,14,2023-12-29,12:37
20.74,0.9907,100,100,10,2023-12-29,12:37
20.74,0.9907,100,100,8,2023-12-29,12:37
20.75,0.9908,100,100,7,2023-12-29,12:37
20.75,0.9907,47,100,5,2023-12-29,12:37
20.76,0.9908,41,100,11,2023-12-29,12:37
