Temp (C),Pressure (bar),Moisture Level 1,Moisture Level 2,Light Level,Date,Time
22.38,0.9896,10,10,24,2023-12-29,15:11
22.38,0.9896,11,10,25,2023-12-29,15:11
22.37,0.9896,11,10,27,2023-12-29,15:11
22.37,0.9896,11,10,27,2023-12-29,15:11
22.36,0.9896,11,10,27,2023-12-29,15:11
22.36,0.9895,11,10,28,2023-12-29,15:12
22.36,0.9896,11,10,25,2023-12-29,15:12
22.36,0.9896,10,10,26,2023-12-29,15:12
22.37,0.9896,11,10,26,2023-12-29,15:12
22.37,0.9896,11,10,26,2023-12-29,15:12
22.36,0.9896,11,10,27,2023-12-29,15:12
22.36,0.9896,11,10,28,2023-12-29,15:12
22.36,0.9896,11,10,26,2023-12-29,15:12
22.39,0.9896,11,10,28,2023-12-29,15:12
22.37,0.9896,12,10,28,2023-12-29,15:12
22.36,0.9896,12,10,27,2023-12-29,15:12
22.37,0.9896,12,10,28,2023-12-29,15:12
22.37,0.9896,11,10,27,2023-12-29,15:12
22.37,0.9896,12,10,28,2023-12-29,15:12
22.37,0.9896,11,10,28,2023-12-29,15:12
22.36,0.9896,11,10,28,2023-12-29,15:12
22.36,0.9896,12,10,28,2023-12-29,15:12
22.36,0.9896,12,10,29,2023-12-29,15:12
22.36,0.9896,12,10,28,2023-12-29,15:12
22.36,0.9896,12,10,28,2023-12-29,15:12
22.36,0.9896,11,10,21,2023-12-29,15:12
22.36,0.9895,11,10,24,2023-12-29,15:12
22.37,0.9896,11,10,24,2023-12-29,15:12
22.37,0.9896,11,10,24,2023-12-29,15:13
22.38,0.9896,11,10,24,2023-12-29,15:13
22.39,0.9896,12,10,23,2023-12-29,15:13
22.38,0.9896,11,10,27,2023-12-29,15:13
22.38,0.9896,11,10,27,2023-12-29,15:13
22.38,0.9896,12,10,28,2023-12-29,15:13
22.38,0.9896,12,10,28,2023-12-29,15:13
22.39,0.9896,12,10,27,2023-12-29,15:13
22.38,0.9896,12,10,28,2023-12-29,15:13
22.39,0.9896,12,10,27,2023-12-29,15:13
22.39,0.9896,12,10,28,2023-12-29,15:13
22.39,0.9896,12,10,28,2023-12-29,15:13
22.39,0.9896,12,10,27,2023-12-29,15:13
22.39,0.9896,12,10,27,2023-12-29,15:13
22.39,0.9896,12,10,27,2023-12-29,15:13
22.38,0.9896,12,10,27,2023-12-29,15:13
22.38,0.9896,12,10,27,2023-12-29,15:13
22.38,0.9896,12,10,27,2023-12-29,15:13
22.38,0.9896,12,10,28,2023-12-29,15:13
22.36,0.9896,12,10,28,2023-12-29,15:13
22.36,0.9896,12,10,27,2023-12-29,15:13
22.36,0.9896,12,10,27,2023-12-29,15:13
22.36,0.9896,12,10,28,2023-12-29,15:13
22.35,0.9896,12,10,28,2023-12-29,15:13
22.36,0.9896,12,10,28,2023-12-29,15:14
22.36,0.9896,12,10,28,2023-12-29,15:14
22.36,0.9896,12,10,28,2023-12-29,15:14
22.36,0.9896,12,11,27,2023-12-29,15:14
22.37,0.9896,12,10,27,2023-12-29,15:14
22.37,0.9896,13,10,27,2023-12-29,15:14
22.37,0.9896,12,10,27,2023-12-29,15:14
22.37,0.9896,12,10,27,2023-12-29,15:14
22.37,0.9896,12,10,27,2023-12-29,15:14
22.37,0.9896,13,10,27,2023-12-29,15:14
22.37,0.9896,13,10,27,2023-12-29,15:14
22.37,0.9896,13,10,28,2023-12-29,15:14
22.37,0.9896,13,10,27,2023-12-29,15:14
22.36,0.9896,13,10,27,2023-12-29,15:14
22.36,0.9896,13,10,27,2023-12-29,15:14
22.36,0.9896,13,10,28,2023-12-29,15:14
22.35,0.9896,13,10,27,2023-12-29,15:14
22.35,0.9896,13,10,28,2023-12-29,15:14
22.35,0.9896,13,10,27,2023-12-29,15:14
22.35,0.9896,14,10,28,2023-12-29,15:14
22.35,0.9896,14,10,28,2023-12-29,15:14
22.35,0.9896,14,10,27,2023-12-29,15:14
22.35,0.9896,14,10,27,2023-12-29,15:14
22.35,0.9896,14,10,28,2023-12-29,15:15
22.35,0.9896,14,10,28,2023-12-29,15:15
22.35,0.9896,14,10,27,2023-12-29,15:15
22.36,0.9896,14,10,28,2023-12-29,15:15
22.36,0.9896,14,10,27,2023-12-29,15:15
22.36,0.9896,14,10,27,2023-12-29,15:15
22.36,0.9896,14,10,27,2023-12-29,15:15
22.36,0.9896,15,10,28,2023-12-29,15:15
22.36,0.9896,14,10,28,2023-12-29,15:15
22.36,0.9896,14,10,27,2023-12-29,15:15
22.36,0.9896,14,10,28,2023-12-29,15:15
22.36,0.9896,15,10,27,2023-12-29,15:15
22.37,0.9896,13,10,27,2023-12-29,15:15
22.37,0.9896,15,10,27,2023-12-29,15:15
22.37,0.9896,14,10,27,2023-12-29,15:15
22.37,0.9896,14,10,28,2023-12-29,15:15
22.37,0.9896,14,10,27,2023-12-29,15:15
22.38,0.9896,14,10,27,2023-12-29,15:15
22.38,0.9896,14,10,28,2023-12-29,15:15
22.38,0.9896,14,10,28,2023-12-29,15:15
22.38,0.9896,15,10,28,2023-12-29,15:15
22.39,0.9896,14,10,28,2023-12-29,15:15
22.38,0.9896,14,10,27,2023-12-29,15:15
22.39,0.9896,14,10,28,2023-12-29,15:15
22.39,0.9896,14,10,27,2023-12-29,15:16
22.38,0.9896,14,10,28,2023-12-29,15:16
22.39,0.9896,14,10,28,2023-12-29,15:16
22.38,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.38,0.9896,14,10,28,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,15,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.38,0.9896,15,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,26,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,27,2023-12-29,15:16
22.39,0.9896,14,10,28,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,9,28,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,10,28,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.40,0.9896,14,10,27,2023-12-29,15:17
22.41,0.9896,14,10,27,2023-12-29,15:17
22.42,0.9896,14,10,27,2023-12-29,15:17
22.42,0.9896,14,10,27,2023-12-29,15:17
22.42,0.9896,14,10,27,2023-12-29,15:17
22.42,0.9896,14,10,27,2023-12-29,15:17
22.42,0.9896,14,10,27,2023-12-29,15:17
22.42,0.9896,14,10,27,2023-12-29,15:17
22.43,0.9896,14,10,28,2023-12-29,15:17
22.43,0.9896,14,10,27,2023-12-29,15:17
22.43,0.9896,14,10,27,2023-12-29,15:17
22.43,0.9896,14,10,27,2023-12-29,15:17
22.43,0.9896,14,10,27,2023-12-29,15:17
22.43,0.9896,14,10,27,2023-12-29,15:18
22.43,0.9896,14,10,27,2023-12-29,15:18
22.43,0.9896,14,10,27,2023-12-29,15:18
22.43,0.9896,14,10,27,2023-12-29,15:18
22.43,0.9896,14,10,27,2023-12-29,15:18
22.43,0.9896,14,10,27,2023-12-29,15:18
22.44,0.9896,14,10,28,2023-12-29,15:18
22.44,0.9896,14,10,28,2023-12-29,15:18
22.44,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.44,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,28,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,28,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,27,2023-12-29,15:18
22.45,0.9896,14,10,28,2023-12-29,15:18
22.45,0.9896,14,10,28,2023-12-29,15:18
22.45,0.9896,15,10,28,2023-12-29,15:18
22.45,0.9896,15,10,27,2023-12-29,15:19
22.46,0.9896,15,10,27,2023-12-29,15:19
22.46,0.9896,14,10,27,2023-12-29,15:19
22.46,0.9896,15,10,27,2023-12-29,15:19
22.47,0.9896,15,10,27,2023-12-29,15:19
22.47,0.9896,20,10,27,2023-12-29,15:19
22.47,0.9896,21,10,28,2023-12-29,15:19
22.47,0.9896,22,10,27,2023-12-29,15:19
22.47,0.9896,22,10,27,2023-12-29,15:19
22.47,0.9896,22,10,27,2023-12-29,15:19
22.47,0.9896,22,10,27,2023-12-29,15:19
22.47,0.9896,22,10,28,2023-12-29,15:19
22.48,0.9896,23,10,27,2023-12-29,15:19
22.48,0.9896,23,10,27,2023-12-29,15:19
22.48,0.9896,23,10,28,2023-12-29,15:19
22.48,0.9896,23,10,28,2023-12-29,15:19
22.48,0.9896,23,10,27,2023-12-29,15:19
22.47,0.9896,23,10,28,2023-12-29,15:19
22.48,0.9896,23,10,27,2023-12-29,15:19
22.48,0.9896,23,10,28,2023-12-29,15:19
22.47,0.9896,23,10,28,2023-12-29,15:19
22.47,0.9896,24,10,27,2023-12-29,15:19
22.48,0.9896,23,10,28,2023-12-29,15:19
22.48,0.9896,24,10,27,2023-12-29,15:19
22.48,0.9896,24,10,28,2023-12-29,15:20
22.48,0.9896,24,10,28,2023-12-29,15:20
22.48,0.9896,24,10,27,2023-12-29,15:20
22.48,0.9896,24,10,27,2023-12-29,15:20
22.48,0.9896,24,10,27,2023-12-29,15:20
22.48,0.9896,24,10,27,2023-12-29,15:20
22.48,0.9896,24,10,27,2023-12-29,15:20
22.48,0.9896,24,10,27,2023-12-29,15:20
22.48,0.9896,24,10,27,2023-12-29,15:20
22.49,0.9896,24,10,27,2023-12-29,15:20
22.49,0.9896,23,10,27,2023-12-29,15:20
22.49,0.9896,24,10,27,2023-12-29,15:20
22.50,0.9896,24,10,28,2023-12-29,15:20
22.50,0.9896,24,10,27,2023-12-29,15:20
22.50,0.9896,24,9,27,2023-12-29,15:20
22.49,0.9896,24,10,28,2023-12-29,15:20
22.50,0.9896,24,9,28,2023-12-29,15:20
22.49,0.9896,25,10,27,2023-12-29,15:20
22.49,0.9896,24,9,27,2023-12-29,15:20
22.49,0.9896,25,10,27,2023-12-29,15:20
22.49,0.9896,25,10,27,2023-12-29,15:20
22.49,0.9896,24,10,27,2023-12-29,15:20
22.49,0.9896,24,10,26,2023-12-29,15:20
22.50,0.9896,25,10,27,2023-12-29,15:21
22.49,0.9896,25,10,27,2023-12-29,15:21
22.50,0.9896,25,10,27,2023-12-29,15:21
22.50,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,28,2023-12-29,15:21
22.51,0.9896,25,10,28,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,27,2023-12-29,15:21
22.51,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,28,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:21
22.52,0.9896,25,10,27,2023-12-29,15:22
22.53,0.9896,25,10,27,2023-12-29,15:22
22.54,0.9896,25,10,28,2023-12-29,15:22
22.54,0.9896,25,10,27,2023-12-29,15:22
22.54,0.9896,25,9,28,2023-12-29,15:22
22.54,0.9896,25,10,27,2023-12-29,15:22
22.54,0.9896,25,10,28,2023-12-29,15:22
22.55,0.9896,25,10,27,2023-12-29,15:22
22.55,0.9896,25,10,27,2023-12-29,15:22
22.55,0.9896,25,10,27,2023-12-29,15:22
22.55,0.9896,25,10,27,2023-12-29,15:22
22.54,0.9896,25,10,28,2023-12-29,15:22
22.55,0.9896,26,10,27,2023-12-29,15:22
22.54,0.9896,26,9,27,2023-12-29,15:22
22.54,0.9896,25,10,27,2023-12-29,15:22
22.54,0.9896,26,10,27,2023-12-29,15:22
22.54,0.9896,26,10,27,2023-12-29,15:22
22.55,0.9896,26,9,27,2023-12-29,15:22
22.55,0.9896,25,10,28,2023-12-29,15:22
22.55,0.9896,25,10,28,2023-12-29,15:22
22.55,0.9896,26,10,28,2023-12-29,15:22
22.55,0.9896,25,10,28,2023-12-29,15:22
22.55,0.9896,25,10,27,2023-12-29,15:22
22.54,0.9896,26,10,27,2023-12-29,15:22
22.55,0.9896,26,10,27,2023-12-29,15:23
22.55,0.9896,25,10,27,2023-12-29,15:23
22.55,0.9896,26,10,27,2023-12-29,15:23
22.55,0.9896,25,10,27,2023-12-29,15:23
22.55,0.9896,26,10,27,2023-12-29,15:23
22.55,0.9896,26,10,27,2023-12-29,15:23
22.55,0.9896,25,10,27,2023-12-29,15:23
22.55,0.9896,26,10,28,2023-12-29,15:23
22.55,0.9896,26,10,28,2023-12-29,15:23
22.55,0.9896,25,10,26,2023-12-29,15:23
22.55,0.9896,26,9,27,2023-12-29,15:23
22.54,0.9896,26,10,27,2023-12-29,15:23
22.54,0.9896,26,10,28,2023-12-29,15:23
22.55,0.9896,26,10,25,2023-12-29,15:23
